   0    0    1    1    0.27117    0.12500    0.00000    0.01415    1    0    0    0
   1    0    0    0    0.47223    0.12500    0.00000    0.13914    0    1    0    1
   0    0    1    0    0.32144    0.00000    0.00000    0.01547    1    0    0    1
   1    0    0    0    0.43453    0.12500    0.00000    0.10364    1    0    0    1
   0    0    1    1    0.43453    0.00000    0.00000    0.01571    1    0    0    0
   0    0    1    1    0.30887    0.00000    0.00000    0.01651    0    0    1    0
   1    0    0    1    0.67328    0.00000    0.00000    0.10123    1    0    0    0
   0    0    1    1    0.01985    0.37500    0.16667    0.04114    1    0    0    0
   0    0    1    0    0.33400    0.00000    0.33333    0.02173    1    0    0    1
   0    1    0    0    0.17065    0.12500    0.00000    0.05869    0    1    0    1
   0    0    1    0    0.04499    0.12500    0.16667    0.03260    1    0    0    1
   1    0    0    0    0.72355    0.00000    0.00000    0.05182    1    0    0    1
   0    0    1    1    0.24604    0.00000    0.00000    0.01571    1    0    0    0
   0    0    1    1    0.48480    0.12500    0.83333    0.06104    1    0    0    0
   0    0    1    0    0.17065    0.00000    0.00000    0.01533    1    0    0    0
   0    1    0    0    0.68585    0.00000    0.00000    0.03123    1    0    0    1
   0    0    1    1    0.01985    0.50000    0.16667    0.05685    0    0    1    0
   0    1    0    1    0.37170    0.00000    0.00000    0.02537    1    0    0    1
   0    0    1    0    0.38427    0.12500    0.00000    0.03513    1    0    0    0
   0    0    1    0    0.30887    0.00000    0.00000    0.01410    0    1    0    1
   0    1    0    1    0.43453    0.00000    0.00000    0.05075    1    0    0    0
   0    1    0    1    0.42197    0.00000    0.00000    0.02537    1    0    0    1
   0    0    1    0    0.18321    0.00000    0.00000    0.01567    0    0    1    1
   1    0    0    1    0.34657    0.00000    0.00000    0.06929    1    0    0    1
   0    0    1    0    0.09525    0.37500    0.16667    0.04114    1    0    0    0
   0    0    1    0    0.47223    0.12500    0.83333    0.06126    1    0    0    1
   0    0    1    1    0.30887    0.00000    0.00000    0.01410    0    1    0    0
   1    0    0    1    0.23348    0.37500    0.33333    0.51334    1    0    0    0
   0    0    1    0    0.30887    0.00000    0.00000    0.01538    0    0    1    1
   0    0    1    1    0.30887    0.00000    0.00000    0.01541    1    0    0    0
   1    0    0    1    0.49736    0.00000    0.00000    0.05411    0    1    0    0
   1    0    0    0    0.47223    0.12500    0.00000    0.28599    0    1    0    1
   0    0    1    0    0.30887    0.00000    0.00000    0.01513    0    0    1    1
   0    1    0    1    0.82408    0.00000    0.00000    0.02049    1    0    0    0
   1    0    0    1    0.34657    0.12500    0.00000    0.16039    0    1    0    0
   1    0    0    1    0.52249    0.12500    0.00000    0.10150    1    0    0    0
   0    0    1    1    0.30887    0.00000    0.00000    0.01411    0    1    0    1
   0    0    1    1    0.25861    0.00000    0.00000    0.01571    1    0    0    0
   0    0    1    0    0.22091    0.25000    0.00000    0.03513    1    0    0    0
   0    0    1    0    0.17065    0.12500    0.00000    0.02194    0    1    0    1
   0    0    1    0    0.49736    0.12500    0.00000    0.01849    1    0    0    0
   0    1    0    0    0.33400    0.12500    0.00000    0.04099    1    0    0    0
   0    0    1    1    0.30887    0.00000    0.00000    0.01541    0    1    0    0
   0    1    0    0    0.03242    0.12500    0.33333    0.08116    0    1    0    1
   0    0    1    0    0.23348    0.00000    0.00000    0.01538    0    0    1    1
   0    0    1    1    0.30887    0.00000    0.00000    0.01571    1    0    0    0
   0    0    1    1    0.30887    0.12500    0.00000    0.03025    0    0    1    0
   0    0    1    0    0.30887    0.00000    0.00000    0.01513    0    0    1    1
   0    0    1    1    0.30887    0.25000    0.00000    0.04231    0    1    0    0
   0    0    1    0    0.22091    0.12500    0.00000    0.03474    1    0    0    0
   0    0    1    1    0.08268    0.50000    0.16667    0.07746    1    0    0    0
   0    0    1    1    0.25861    0.00000    0.00000    0.01522    1    0    0    0
   1    0    0    0    0.61045    0.12500    0.00000    0.14977    0    1    0    1
   0    1    0    0    0.35914    0.12500    0.00000    0.05075    1    0    0    1
   1    0    0    1    0.81151    0.00000    0.16667    0.12098    0    1    0    0
   1    0    0    1    0.47223    0.00000    0.00000    0.06929    1    0    0    1
   0    1    0    0    0.25861    0.00000    0.00000    0.02049    1    0    0    1
   0    0    1    1    0.35285    0.00000    0.00000    0.01411    0    1    0    0
   0    1    0    0    0.05755    0.12500    0.33333    0.05416    1    0    0    1
   0    0    1    1    0.13295    0.62500    0.33333    0.09154    1    0    0    0
   0    0    1    1    0.27117    0.00000    0.00000    0.01411    0    1    0    0
   1    0    0    0    0.47223    0.00000    0.00000    0.15615    0    0    0    1
   1    0    0    1    0.56019    0.12500    0.00000    0.16293    1    0    0    0
   0    0    1    1    0.04499    0.37500    0.33333    0.05446    1    0    0    0
   1    0    0    1    0.47223    0.00000    0.00000    0.05411    0    1    0    0
   0    0    1    1    0.30887    0.12500    0.16667    0.02976    0    1    0    1
   0    1    0    0    0.35914    0.00000    0.00000    0.02049    1    0    0    1
   0    0    1    1    0.23348    0.00000    0.00000    0.01592    1    0    0    0
   0    0    1    0    0.20834    0.50000    0.33333    0.01547    1    0    0    1
   0    0    1    1    0.32144    0.25000    0.00000    0.01691    1    0    0    0
   0    1    0    1    0.39683    0.00000    0.00000    0.02049    1    0    0    0
   0    0    1    0    0.19578    0.62500    0.33333    0.09154    1    0    0    0
